城市,门店名称,区域(组合后),地址,评分(留空),标签(剔除)
重庆市,正舸口腔(南坪店),重庆市-南岸区,重庆市南岸区亚太路9号,,
重庆市,正舸口腔(大渡口店),重庆市-大渡口区,重庆市大渡口区西城大道万达广场3楼3001号,,
重庆市,正舸口腔(盘龙店),重庆市-九龙坡区,重庆市九龙坡区火炬大道11号2楼,,
重庆市,正舸口腔(重庆天地店),重庆市-渝中区,重庆市渝中区瑞天路172号,,
重庆市,正舸口腔(金辉广场店),重庆市-南岸区,重庆市南岸区风临路7号金辉广场F1,,
重庆市,正舸口腔(龙山二路店),重庆市-渝北区,重庆市渝北区龙山二路春风城市心筑,,
重庆市,江津启辰口腔,重庆市-江津区,重庆市江津区几江街道（小什字）新街子1幢第三层、第四层,,
重庆市,泓瑞口腔·华晨(永川胜利路店),重庆市-永川区,重庆市永川区胜利路街道胜利路216号,,
重庆市,泰齿口腔(景谷路店),重庆市-两江新区,两江新区康美街道景谷路6号附47号2-5,,
重庆市,泰齿口腔(袁家岗店),重庆市-九龙坡区,九龙坡区袁家岗158号17幢2-8号,,
重庆市,泽优口腔（涪陵店）,重庆市-涪陵区,涪陵区南门山五桂堂3楼,,
重庆市,渝一口腔,重庆市-九龙坡区,重庆市九龙坡区直港大道17-15号,,
重庆市,渝博口腔（恒大中渝广场店）,重庆市-两江新区,两江新区恒大中渝广场2层,,
重庆市,爱惜牙口腔,重庆市-两江新区,两江新区龙塔街道紫荆路188号,,
重庆市,爱牙意口腔,重庆市-两江新区,两江新区悦山路30号附13号,,
重庆市,牙博士口腔(南川院区),重庆市-南川区,重庆市南川区西城街道渝南大道9号城投天元商业楼(万达广场2号门马路对面),,
重庆市,牙博士口腔(大足院区),重庆市-大足区,重庆市大足区龙岗街道办事处北环中路215号附1号,,
重庆市,牙博士口腔(开州院区),重庆市-开州区,重庆市开州区开州大道(中)御金洲大酒店,,
重庆市,牙博士口腔(潼南院区),重庆市-潼南区,重庆市潼南区梓潼街道办事处接龙街13号,,
重庆市,牙博士口腔(铜梁院区),重庆市-铜梁区,重庆市铜梁区巴川街道龙都路71号,,
重庆市,牙院仕口腔,重庆市-綦江区,重庆市綦江区九龙大道51号附24号,,
重庆市,牙院长口腔(天安仕锦阁店),重庆市-沙坪坝区,重庆市沙坪坝区天陈路16号附12号天安仕锦阁一楼,,
重庆市,珑山口腔,重庆市-两江新区,重庆市两江新区余松路397号,,
重庆市,瑞呈口腔（沙坪坝）,重庆市-沙坪坝区,沙坪坝区丰文大道10号附9号、16号,,
重庆市,瑞呈口腔（璧山）,重庆市-璧山区,璧山区壁泉街道东山路4号附4号2-1,,
重庆市,瑞拉口腔(人民西路）,重庆市-永川区,永川区人民西路10-27号,,
重庆市,瑞拉口腔(泉山路),重庆市-璧山区,璧山区泉山路9号,,
重庆市,瑞齿口腔中心(南桥寺院),重庆市-南岸区,重庆市南岸区南坪街道南城大道198号第1层附7号,,
重庆市,瑞齿口腔（南桥寺店）,重庆市-两江新区,两江新区南桥寺可乐小镇B区1-52,,
重庆市,畅恩口腔,重庆市-两江新区,两江新区建新东路96号附8-9号,,
重庆市,白沙启辰口腔,重庆市-江津区,重庆市江津区白沙镇白沙大道64号（御景豪阁）大转盘旁,,
重庆市,皓牙口腔,重庆市-万州区,重庆市重庆市万州区沙龙路(商贸城)一段801号1层,,
重庆市,益尔口腔,重庆市-江津区,江津区元帅大道紫金商业广场29号新韵满庭后门(中信银行旁),,
重庆市,益林口腔.原谭东升口腔（水岸国际店）,重庆市-铜梁区,重庆市铜梁区金龙大道104号（水岸国际北区）2-16.2-17-2-18.-2-19.2-20,,
重庆市,砚禾口腔·矫正·种植中心(南岸店),重庆市-南岸区,重庆市南岸区涂山镇腾龙大道50号附32号、附33号,,
重庆市,礼悦口腔,重庆市-两江新区,两江新区礼嘉街道礼慈路16号中交嘉博智慧停车楼3楼,,
重庆市,禾东齿科,重庆市-渝北区,重庆市渝北区天山大道西段4号1幢3-7、8、9号,,
重庆市,紫兰嘉口腔·华晨,重庆市-巴南区,重庆市巴南区-富城路重庆市界石中学北侧约40米,,
重庆市,美瑞尔口腔,重庆市-两江新区,两江新区红石路317号东原D8公馆F1层,,
重庆市,美连口腔,重庆市-江北区,重庆市江北区建新东路36号,,
重庆市,美迪亚口腔,重庆市-黔江区,重庆市黔江区城东街道石城路129号,,
重庆市,至臻明心口腔(松石北路店),重庆市-渝北区,重庆市渝北区松石北路金岛花园,,
重庆市,艾美齿口腔(保利观塘店）,重庆市-南岸区,"南岸区二塘路65号附35号2-18,2-19",,
重庆市,英博口腔(万州店),重庆市-万州区,重庆市万州区太白街道和平广场19号1幢1-商铺3,,
重庆市,荣昌中附大口腔,重庆市-荣昌区,重庆市重庆市荣昌区昌州街道迎宾大道16号附2号2-1,,
重庆市,蜀源口腔(茶园分院),重庆市-南岸区,重庆市南岸区水云路3号(长生桥地铁站4号口步行240米),,
重庆市,贝乐口腔(万达店),重庆市-永川区,重庆市永川区三星路俊豪宽天下,,
重庆市,重庆亿佰口腔,重庆市-渝北区,重庆市重庆市渝北区重庆市重庆市渝北区龙塔街道红黄路373号（司法局旁）,,
重庆市,重庆市大足区牙益美口腔诊所管理连锁有限公司,重庆市-未知区域,大足吾悦广场旁原国兴三期售楼部2楼,,
重庆市,重庆市黔江区同舟口腔诊所,重庆市-黔江区,"重庆市黔江区城西街道新华大道西段 1099
号A栋(西山步行街口建工集团二楼)",,
重庆市,重庆泽泰口腔,重庆市-九龙坡区,重庆市重庆市九龙坡区杨家坪街道西郊三村2号印象汇2楼,,
重庆市,重庆瓴洋齿科,重庆市-渝北区,重庆市重庆市渝北区金渝大道58号龙湖爱加两江星悦荟F2,,
重庆市,重庆美奥口腔,重庆市-渝北区,重庆市渝北区松牌路a组团3幢115号附3号,,
重庆市,重庆贝浮德奥口腔,重庆市-未知区域,俊豪中央大街元祖旁电梯上三楼,,
重庆市,长嘉口腔,重庆市-江北区,重庆市江北区福泉路龙湖·源著-南区,,
重庆市,长寿万家美口腔,重庆市-长寿区,重庆市重庆市长寿区向阳路协信购物广场(向阳路店),,
重庆市,雅博尔口腔,重庆市-南岸区,重庆市重庆市南岸区江南大道29号1栋5号,,
重庆市,静一口腔,重庆市-九龙坡区,九龙坡区花卉茗居综合楼2层,,
重庆市,颂鹿口腔(万科城店),重庆市-两江新区,重庆市两江新区人和街道金山大道28号附84~85号,,
重庆市,颂鹿口腔(九龙坡店),重庆市-九龙坡区,重庆市九龙坡区科城路红星美凯龙(二郎商场店)东门东南侧约100米,,
重庆市,齿禾口腔（黄角坪店）,重庆市-九龙坡区,九龙坡区黄桷坪搬运西村158号附3号,,
东方市,微笑牙科口腔(东方门诊部),东方市-未知区域,东方市八所镇东方大道7-7号,,
东莞市,国贸口腔（国贸城店）,东莞市-未知区域,东莞市东城街道火炼树鸿福路东路1号国贸城L2层L2018、L2019号商铺,,
东莞市,国贸口腔（大朗店）,东莞市-未知区域,广东省东莞市大朗镇富民中路328号201室,,
东莞市,国贸口腔（常平院区）,东莞市-未知区域,广东省东莞市常平镇常平振兴路2号1栋301室,,
东莞市,国贸口腔（长安店）,东莞市-未知区域,广东省东莞市长安镇莲峰北路68号101室,,
东莞市,东莞暨博口腔医院,东莞市-未知区域,东莞南城街道元美东路5号5栋201室,,
东莞市,固德口腔数字化矫正中心（厚街万达院）,东莞市-未知区域,东莞市厚街镇万达广场4楼（电影院旁）,,
东莞市,固德口腔（万江华南mall院区）,东莞市-未知区域,东莞市万江街道万道路万江段24号153室（万江华南摩尔）,,
东莞市,固德口腔（南城总院）,东莞市-未知区域,东莞市体育路南城段南北大厦13号,,
东莞市,固德口腔（石龙一分院）,东莞市-未知区域,东莞石龙镇京瓷路5号212室,,
东莞市,固德口腔（虎门万科院）,东莞市-未知区域,东莞市虎门长德路168号万科城130号商业楼商铺201号虎门万科南部湾,,
东莞市,固德口腔（蜂汇广场院）,东莞市-南城街道宏图路65号2楼（漾城小区,东莞市南城街道宏图路65号2楼（漾城小区旁）,,
东莞市,国贸口腔（塘厦店）,东莞市-未知区域,广东省东莞市塘厦镇塘厦大道中56号101室,,
东莞市,国贸口腔（大岭山店）,东莞市-未知区域,广东省东莞市大岭山镇大岭山教育路71号301房,,
东莞市,国贸口腔（麻涌店）,东莞市-未知区域,广东省东莞市麻涌镇麻涌大道190号富盈商业广场3栋101室、102室、103室,,
东莞市,好佰年口腔（东城总院）,东莞市-东城街道岗贝社区,东莞市东城街道岗贝社区东城路286号世博广场H区左栋4楼,,
东莞市,好佰年口腔（东达分院）,东莞市-未知区域,广东省东莞市东城街道东纵路东城段208号东城万达广场1栋603室,,
东莞市,好佰年口腔（虎门万达分院）,东莞市-未知区域,广东省东莞市虎门镇连升路139号203室,,
东莞市,好佰年口腔（虎门金洲分院）,东莞市-未知区域,广东省东莞市虎门镇太沙路128号301室,,
东莞市,爱雅健口腔连锁(下桥店),东莞市-未知区域,东莞市东城街道银珠街2号之一301室,,
东莞市,爱雅健口腔连锁(主山店),东莞市-未知区域,东莞市东城街道东城振兴路249号108室,,
东莞市,爱雅健口腔连锁(南城店),东莞市-未知区域,东莞市南城街道金丰路3号1063室,,
东莞市,爱雅健口腔连锁(新世纪星城店),东莞市-未知区域,东莞市东城街道学星路76号1097室,,
东莞市,爱雅健口腔连锁(星河城店),东莞市-未知区域,东莞市东城街道钱屋街10号119室,,
东莞市,爱雅健口腔连锁(桥头店),东莞市-未知区域,东莞市桥头镇莲城宏达六街180号,,
东莞市,爱雅健口腔连锁(花园城店),东莞市-未知区域,东莞市东城街道环城路东城段1号1075室,,
东莞市,爱雅健口腔连锁(茶山店),东莞市-未知区域,广东省东莞市茶山镇茶山北路95号156,,
东莞市,爱雅健口腔连锁(高埗颐龙湾店店),东莞市-未知区域,东莞市高埗镇颐龙东路6号1028室,,
东莞市,祥禾口腔(南城店),东莞市-未知区域,广东省东莞市南城街道莞太路南城段138号201室,,
东莞市,臻美口腔,东莞市-南城街道新城社区,东莞市南城街道新城社区商业中心二期百安中心一区107商铺,,
东莞市,魅力天使口腔(厚街分院),东莞市-未知区域,厚街镇厚街大道东38号2楼魅力天使口腔,,
东莞市,魅力天使口腔(樟木头分院),东莞市-未知区域,东莞市樟木头镇樟罗西城路6号103室,,
大庆市,人人口腔门诊部,大庆市-龙凤区,黑龙江省大庆市龙凤区纬二路306号,,
大庆市,安心口腔,大庆市-龙凤区,黑龙江大庆市龙凤区龙达路汇宏悦澜湾,,
大庆市,展诚口腔门诊部,大庆市-高新区,黑龙江省大庆市高新区博学大街76号,,
大连市,佳美口腔(五一路店),大连市-金州区,辽宁省大连市金州区中长街道碧海尚城0-C号1层15号,,
大连市,佳美口腔(解放路店),大连市-中山区,辽宁省大连市中山区解放路346号1单元1层4号,,
大连市,佳美口腔(长兴街店),大连市-沙河口区,辽宁省大连市沙河口区长兴街46号1-2层1-3轴公建,,
大连市,大连三文华南口腔诊所,大连市-甘井子区,辽宁省大连市甘井子区山东路394-2号,,
大连市,大连中山王艳口腔诊所,大连市-中山区,辽宁省大连市中山区延安路51C号,,
大连市,大连喜泰口腔门诊部,大连市-中山区,辽宁省大连市中山区中山区春阳街与鸣鹤街交叉口西南20米,,
大连市,大连家合口腔,大连市-甘井子区,辽宁省大连市甘井子区华东路87号（大连盈久润商贸有限公司内）,,
大连市,大连文武口腔(第五郡店),大连市-甘井子区,辽宁省大连市甘井子区虹雯路13-3号,,
大连市,大连文武口腔机场店(甘井子区机场街道一文武口腔诊所),大连市-甘井子区,辽宁省大连市甘井子区迎客路18号07号,,
大连市,大连文武口腔虹城路店(大连甘井子周文武口腔诊所),大连市-甘井子区,辽宁省大连市甘井子区虹城路501-7号,,
大连市,大连格莱美口腔诊所,大连市-中山区,辽宁省大连市中山区珠莲街20-6号第5幢2单元1跃3层1号,,
大连市,大连正齿口腔,大连市-中山区,辽宁省大连市中山区葵英街道解放路471-24号,,
大连市,大连沙河口瑞泰葆嘉口腔门诊部,大连市-沙河口区,辽宁省大连市沙河口区白山路50号,,
大连市,大连沙河口高尔基路瑞泰葆嘉口腔门诊部,大连市-沙河口区,辽宁省大连市沙河口区高尔基路687号1层6号68B,,
大连市,大连牙克拉口腔,大连市-沙河口区,辽宁省大连市沙河口区金盾路77号学乐城一层,,
大连市,大连萌芽口腔(第五郡店),大连市-甘井子区,辽宁省大连市甘井子区佳林园32-6,,
大连市,大连金普新区康仁德口腔诊所有限公司,大连市-金州区,辽宁省大连市金州区碧海尚城2-2号（体育场11号门对面）,,
大连市,大连金普新区韩颖口腔诊所,大连市-金州区,辽宁省大连市金州区翠竹南里41栋-1-1-1号,,
大连市,大连鑫莱恩口腔门诊部,大连市-甘井子区,辽宁省大连市甘井子区广贤路2号,,
大连市,大连阳光吉杰口腔诊所,大连市-旅顺口区,辽宁省大连市旅顺口区营顺路789-10号,,
大连市,大连齿医生口腔医院有限公司,大连市-西岗区,辽宁省大连市西岗区新开路68号,,
大连市,新德美口腔,大连市-金州区,辽宁省大连市金州区马桥子街道黄海西路55号(黄海西路辅路与青松北街交叉口东30米),,
大连市,旅顺优莱口腔,大连市-旅顺口区,辽宁省大连市旅顺口区黄河路90-7,,
大连市,极植萌芽口腔东港店,大连市-中山区,辽宁省大连市中山区港隆路111-16,,
大连市,泉水口腔一部,大连市-甘井子区,辽宁省大连市甘井子区芙蓉泉街泉水D4区18-1号楼 (情缘米线旁),,
大连市,泉水口腔二部,大连市-甘井子区,辽宁省大连市甘井子区月牙泉路美域盛景A2区21-4号(家家乐商场西门泉水口腔),,
大连市,爱华口腔诊所,大连市-甘井子区,辽宁省大连市甘井子区泉水P5区5-1,,
大连市,玉心口腔,大连市-沙河口区,辽宁省大连市沙河口区西安路街道民权街332号,,
大连市,百年瑞康口腔四部,大连市-甘井子区,辽宁省大连市甘井子区金地·檀境1期南门百年瑞康口腔(肯德基旁),,
大连市,盛希口腔,大连市-甘井子区,辽宁省大连市甘井子区和泰南园10-3,,
大连市,西岗彩虹优莱儿童齿科,大连市-西岗区,辽宁省大连市西岗区市场街233号.235号,,
大连市,贝施美口腔诊所,大连市-普兰店区,辽宁省大连市普兰店区中心路船舶小区2-108号门点,,
大连市,马泷齿科(大连恒隆广场店),大连市-西岗区,辽宁省大连市西岗区五四路66号大连恒隆广场L3中区310号,,
德州市,九二零凯瑞口腔(万达广场店),德州市-德城区,山东省德州市德城区新华街道办事处湖滨南大道669号万达广场C2区22号楼商业1-2层12号、15号,,
德州市,九二零凯瑞口腔(天衢新区店),德州市-经济技术开发区,山东省德州市经济技术开发区长河街道办事处天衢东路1161号绿城百合花园6号楼网点1层2号商业,,
东营市,欢乐口腔(东营分院),东营市-东营区,山东省东营市东营区济南路与海通路交汇处北75米欢乐口腔,,
东营市,雅仕口腔(小海豚门诊部),东营市-东营区,山东省东营市东营区沂州路与淮河路交叉口东南角二楼,,
东营市,雅仕口腔(广饶门诊部),东营市-广饶县,山东省东营市广饶县广饶街道渤海尚城小区1号楼1-7号房,,
东营市,雅仕口腔(新区门诊部),东营市-东营区,山东省东营市东营区城市主人南门,,
德阳市,博尔泰口腔诊所,德阳市-未知区域,四川省德阳市什邡市方亭街道金河南路竹溪市场B栋1-23号,,
德阳市,德贝口腔(凯江桥店),德阳市-未知区域,四川省德阳市峨眉山北路一段99号港湾丽景A栋1-2号,,
德阳市,德贝口腔(城北店),德阳市-旌阳区,四川省德阳市旌阳区岭眉北路二段155号5栋2-1号,,
德阳市,德贝口腔(珠江桥店),德阳市-未知区域,四川省德阳市珠江西路86号锦绣珠江1期2栋1-2号、2-1号、2-2号、2-3号、2-4号,,
德阳市,星禾口腔(广汉店),德阳市-未知区域,四川省德阳市广汉市广汉中山大道南一段106号,,
大同市,博雅口腔·美白修复·种植矫正(云冈店),大同市-云冈区,大同市云冈区平盛路街道和祥街52号,,
大同市,大同博诚口腔医院有限公司,大同市-平城区,山西省大同市平城区云中路金地福苑9号楼底商,,
大同市,大同市博诚口腔门诊部有限公司,大同市-平城区,山西省大同市平城区文瀛湖街道御河东路华北星城90号商铺,,
大同市,牙博士口腔(御河院区店),大同市-平城区,大同市平城区永泰街道国际丽都7号商铺,,
大同市,环中口腔大同店,大同市-平城区,大同市平城区永泰街道魏都大道452号浩海商贸大厦1-2层S15A号,,
达州市,亚康口腔升华店,达州市-达川区,四川省达州市达川区立根尚城,,
达州市,亚康口腔江湾城店,达州市-通川区,四川省达州市通川区江湾城二期桥头旁边,,
达州市,亚康口腔西外店,达州市-通川区,四川省达州市通川区罗浮广场与金兰小区交接处,,
达州市,绮云口腔(市内店),达州市-通川区,四川省达州市通川区文华街院棚巷42号,,
达州市,达川绮云口腔医院(南外店),达州市-达川区,四川省达州市达川区汉兴大道二段406号,,
达州市,达州亚康口腔医院(总店),达州市-达川区,四川省达州市达川区通川桥公交南站旁边,,
达州市,达州绮云口腔医院(西外店),达州市-通川区,四川省达州市通川区紫荆花路38号,,
鄂州市,鄂州咿呀口腔门诊部,鄂州市-鄂城区,湖北省鄂州市鄂城区古楼街道文星路17号,,
鄂尔多斯市,伊金霍洛旗奥麒口腔门诊部(有限合伙),鄂尔多斯市-内蒙古自治区,内蒙古自治区鄂尔多斯市伊金霍洛旗胜达西悦城底商,,
鄂尔多斯市,杭氏口腔,鄂尔多斯市-东胜区,内蒙古自治区鄂尔多斯市东胜区纺织街天骄花园北门正对,,
鄂尔多斯市,牙微笑口腔诊所,鄂尔多斯市-内蒙古自治区,内蒙古自治区鄂尔多斯市乌审旗嘎鲁图镇苏里格街47号原宝东大酒店对面,,
鄂尔多斯市,鄂尔多斯市东胜区奥麒每天口腔门诊部(有限合伙),鄂尔多斯市-东胜区,内蒙古自治区鄂尔多斯市东胜区准格尔北路1号街坊,,
鄂尔多斯市,鄂尔多斯市奥麒口腔有限责任公司,鄂尔多斯市-东胜区,内蒙古自治区鄂尔多斯市东胜区团结路32号奥麒大厦6楼,,
鄂尔多斯市,鄂尔多斯市奥麒安达口腔门诊部,鄂尔多斯市-东胜区,内蒙古自治区鄂尔多斯市东胜区鄂托克西街28号安达大厦,,
鄂尔多斯市,鄂尔多斯市奥麒第二口腔门诊部(有限合伙),鄂尔多斯市-康巴什区,内蒙古自治区鄂尔多斯市康巴什区伊泰CEO底商,,
恩施土家族苗族自治州市,咿呀口腔(利川东方城店),恩施土家族苗族自治州市-未知区域,湖北省利川市东城街道办事处金龙南路2号,,
恩施土家族苗族自治州市,咿呀口腔(利川天桥店),恩施土家族苗族自治州市-都亭街道办事处南湖里社区,湖北省利川市都亭街道办事处南湖里社区龙船大道17号,,
恩施土家族苗族自治州市,咿呀口腔(咸丰店),恩施土家族苗族自治州市-咸丰县,湖北省咸丰县高乐山镇解放路383号（中楚大厦）1单元102,,
恩施土家族苗族自治州市,咿呀口腔(宣恩店),恩施土家族苗族自治州市-宣恩县,湖北省恩施市宣恩县珠山镇民族路丹峰贡水龙城五单元A区三层,,
恩施土家族苗族自治州市,咿呀口腔(巴东店),恩施土家族苗族自治州市-巴东县,湖北省巴东县信陵镇西瀼坡社区新港路2号,,
恩施土家族苗族自治州市,咿呀口腔(建始店),恩施土家族苗族自治州市-建始县,湖北省建始县业州镇茨泉社区业州大道2号,,
恩施土家族苗族自治州市,咿呀口腔(恩施医院店),恩施土家族苗族自治州市-未知区域,湖北省恩施市小渡船街道航空路1号,,
恩施土家族苗族自治州市,咿呀口腔(来凤店),恩施土家族苗族自治州市-来凤县,湖北省来凤县翔凤镇凤翔大道（原农委办公室一楼）,,
恩施土家族苗族自治州市,咿呀口腔(福星店),恩施土家族苗族自治州市-未知区域,湖北省恩施市施州大道66号（大桥路43号）6幢1单元1楼011号,,
恩施土家族苗族自治州市,咿呀口腔(舞阳店),恩施土家族苗族自治州市-未知区域,湖北省恩施市舞阳大街199号,,
恩施土家族苗族自治州市,咿呀口腔(金桂店),恩施土家族苗族自治州市-未知区域,湖北省恩施市舞阳街道办事处金子坝村3幢,,
恩施土家族苗族自治州市,咿呀口腔(鹤峰店),恩施土家族苗族自治州市-鹤峰县,湖北省鹤峰县容美镇溇水大道3号（沿河路120号）,,
阜阳市,佳德口腔(阜阳分院),阜阳市-颍泉区,安徽省阜阳市颍泉区人民西路47号,,
阜阳市,太和佑承口腔,阜阳市-太和县,安徽省阜阳市太和县国泰路星辰梦都大酒店,,
阜阳市,数智口腔(城南店),阜阳市-颍州区,安徽省阜阳市颍州区清河街道颍淮大道666号易景国际花园19#商住楼商8室、18#商住楼商1室,,
阜阳市,数智口腔(颖西店),阜阳市-颍州区,安徽省阜阳市颍州区颍西镇颍河西路长虹小区1#商住楼1幢101、102室,,
阜阳市,阜南县皓德口腔,阜阳市-阜南县,安徽省阜阳市阜南县经济开发区名邦栖街内S3栋101~108号,,
阜阳市,阜阳界首孙磊口腔(仅可约洁牙),阜阳市-未知区域,安徽省阜阳市界首市力行街6号,,
阜阳市,颍上皓德口腔门诊部,阜阳市-颍上县,安徽省阜阳市颍上县迎宾大道与四维路交叉口,,
福州市,ITS瑞来美口腔,福州市-台江区,福建省福州市台江区瀛洲街道排尾路北侧阳光城悠澜郡（一区）S1-2号楼1-2层02商务服务网点,,
福州市,ITS闽清唯美口腔,福州市-闽清县,福建省福州市闽清县梅城镇天行大街1-187号,,
福州市,三栗鼠口腔(万达总院),福州市-仓山区,福建省福州市仓山区金榕南路553号锦绣闽江-榕港小区（即港头新居）12#01-03店面,,
福州市,三栗鼠口腔(名郡分院),福州市-长乐区,福建省福州市长乐区航城街道吴航路555-36号,,
福州市,三栗鼠口腔(福机总院),福州市-台江区,福建省福州市台江区宁化街道126号福机新苑9号楼1层配套用房5,,
福州市,三栗鼠口腔(西湖分院),福州市-鼓楼区,福州市福州市鼓楼区通湖路65号,,
福州市,三栗鼠口腔潭头分院,福州市-长乐区,福建省福州市长乐区福建省福州市长乐区潭头镇菊潭村朱熹街15-9号、15-10号,,
福州市,三栗鼠口腔门诊部(长源花园分院),福州市-长乐区,福建省福州市长乐区吴航街道吴航路278、280号,,
福州市,中科附属口腔,福州市-台江区,福建省福州市台江区融信双杭城别院4-113号,,
福州市,台江铂奥口腔门诊部,福州市-台江区,福建省福州市台江区瀛洲街道排尾路北侧阳光城悠澜郡（二区）S2-7a#楼1-2层12商业服务网点,,
福州市,同道光年口腔门诊部,福州市-台江区,福建省福州市台江区长汀街左海光年广场B1楼,,
福州市,康强口腔连锁(元峰店),福州市-闽侯县,福建省福州市闽侯县南屿镇后山村宅山37号1#楼办公楼1层20、21、22号,,
福州市,康强口腔连锁(江口店),福州市-闽侯县,福建省福州市闽侯县南屿镇两园安置房18#耀来超市二楼,,
福州市,永泰唯美口腔,福州市-永泰县,福建省福州市永泰县城峰镇龙峰村清水确66-12号,,
福州市,牙名仕口腔门诊部,福州市-平潭县,福建省福州市平潭县潭城镇翠园新庄3号一至二层,,
福州市,牙牙巴士儿童口腔（利嘉站）,福州市-仓山区,福建省福州市仓山区五一中路177号状元楼2层,,
福州市,牙牙巴士儿童口腔（福清二中店）,福州市-未知区域,福州市城隍巷1-12二层,,
福州市,牙牙巴士儿童口腔（钱塘站）,福州市-未知区域,福建省福州市鼓屏路136-2号,,
福州市,福州京科口腔医院,福州市-晋安区,福建省福州市晋安区东二环泰禾广场东区SOHOC1座106京科口腔（迪卡侬旁）,,
福州市,福州同道口腔医院,福州市-鼓楼区,福州市鼓楼区福屿后路40号福屿三区20#-22#连体一、二层店面,,
福州市,福州福能海峡口腔医院,福州市-台江区,福建省福州市台江区五一中路124号,,
福州市,福建福州福清维乐口腔,福州市-未知区域,福建省福州市福清市融侨城2号裙楼2层福清维乐口腔门诊部,,
福州市,福建福州连江维乐口腔门诊部,福州市-连江县,福建省福州市连江县凤城镇龙芝商业广场二楼维乐口腔,,
福州市,福清优贝口腔门诊部,福州市-未知区域,福建省福州市福清市音西街道清昌大道利嘉中心源创新天地6号楼1F-12、2F-06/07,,
福州市,福清市雅博美口腔,福州市-未知区域,福建省福州市福清市音西街道康达路36-86号,,
福州市,福清融诚蓝刺猬口腔,福州市-未知区域,福建省福州市福清市清荣大道120-1,,
福州市,美可普-东大分院,福州市-鼓楼区,鼓楼区东大路1号君悦大酒店二层、四层,,
福州市,美可普-东街分院,福州市-鼓楼区,鼓楼区八一七北路190号（大众电影院隔壁）,,
福州市,美可普-五一分院,福州市-台江区,台江区五一中路145号状元商住楼2楼（农业银行楼上）,,
福州市,美可普-学生街院,福州市-仓山区,仓山区仓前街道上三路85号-65号（学生街城市广场，复园路沿街）,,
福州市,美可普-富闽分院,福州市-台江区,台江区鳌峰路62号富闽恒升中心商场二楼,,
福州市,美可普-王庄分院,福州市-晋安区,晋安区讲堂路142号（世欧广场北楼背后）,,
福州市,美可普-福新总院,福州市-晋安区,福建省福州市晋安区长乐北路131号（新紫阳酒店对面）,,
福州市,美可普-群升分院,福州市-台江区,台江区铺前顶路群升国际尚都苑1号楼1层,,
福州市,美可普口腔连锁五一分院,福州市-台江区,福建省福州市台江区台江区五一中路145号状元商住楼2楼（农业银行楼上）,,
福州市,美可普口腔连锁王庄分院,福州市-晋安区,福建省福州市晋安区晋安区讲堂路142号（世欧广场北楼背后）,,
福州市,美可普口腔连锁群升分院,福州市-台江区,福建省福州市台江区台江区铺前顶路群升国际尚都苑1号楼1层,,
福州市,美橙口腔医院(五四北泰禾分院),福州市-晋安区,福建省福州市晋安区新店镇秀峰路188号沿街商铺16-1,,
福州市,美橙口腔医院(仓山万达分院),福州市-仓山区,福建省福州市仓山区金山万达广场C区6楼,,
福州市,美橙口腔医院(六一北路总院),福州市-晋安区,福建省福州市晋安区六一北路19号恒宇尊悦1-5层,,
福州市,美橙口腔医院(古田路分院),福州市-鼓楼区,福建省福州市鼓楼区古田路121号华福大厦二层B区,,
福州市,考希口腔门诊,福州市-罗源县,福建省福州市罗源县凤山镇罗中路金尊名城C区1号楼店铺12-1，12-2，12-3,,
福州市,马泷齿科.福州门诊（恒力城店）,福州市-未知区域,福建省福州市鼓东街道五四路126号恒力城第三层013号,,
福州市,鼓楼铂奥乌山西路口腔诊所,福州市-鼓楼区,福建省福州市鼓楼区洪山镇乌山西路69号阳光乌山府院B2号楼1层12商业用房,,
福州市,齐乐齿科(三迪分院),福州市-台江区,福建省福州市台江区振武路三迪联邦中心11楼1108、09,,
福州市,齐乐齿科(泰禾分院),福州市-晋安区,福建省福州市晋安区岳峰镇横屿路13号东二环泰禾广场一期5#7层708-713室,,
佛山市,佛山正骨医院口腔中心,佛山市-佛山禅城区,佛山禅城区张槎四路43号正骨口腔中心,,
佛山市,好佰年口腔太邦旗舰院,佛山市-南海区,佛山市南海区桂城街道融和路16号京华广场5座首层,,
佛山市,好佰年口腔季华旗舰院,佛山市-南海区,佛山市南海区桂城街道季华东路27号顺联公园里西座4楼,,
佛山市,好佰年口腔总院,佛山市-南海区,佛山市南海区南海大道北越秀悦汇天地A区6层（桂城地铁站A出口）,,
佛山市,好佰年口腔罗村旗舰院,佛山市-未知区域,佛山南海狮山罗村北湖一路圣地广场-A区商业楼首层1008号,,
佛山市,佛山南海中大口腔医院有限公司,佛山市-南海区,佛山市南海区大沥镇振兴路7号风度盛荟广场一层A17、三层C2、C3商铺（住所申报）,,
佛山市,佛山南海中大口腔门诊部有限公司,佛山市-南海区,佛山市南海区西樵镇江浦东路36号（佛山市南海区圣璇酒店管理有限公司）一层138号、二层238号（住所申报）,,
佛山市,佛山市南海好佰年桂丹口腔门诊有限公司,佛山市-南海区,佛山市南海区丹灶镇云峰路3号云山峰境广场2栋负一层002、003005、006、007、008、009、010号商铺,,
佛山市,佛山市顺德口腔医院有限公司,佛山市-顺德区,广东省佛山市顺德区容桂街道卫红社区桂洲大道中66号1-5楼（住所申报）,,
